importance_rank,feature,source_group,data_type,definition,model_use,intuitive_risk_direction,intuitive_reason,observed_model_direction,direct_mean_abs_shap_log_odds,missing_indicator_mean_abs_shap_log_odds,total_mean_abs_shap_log_odds,direct_gain,missing_indicator_gain,total_gain,split_count,missing_rate,missing_effect_log_odds,value_shap_spearman,value_target_spearman,upper_minus_lower_shap,upper_minus_lower_event_rate_pp,category_effect_detail,shap_share,gain_share,importance_tier,strongest_related_feature,strongest_absolute_association,association_method,related_features_ge_0_50,substitutability_assessment
65,BUREAU_ACTIVE_RATE,Credit bureau,numeric,Credit bureau aggregate: active rate.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,higher -> more risk,0.01211642565586998,0.0007347531703959915,0.012851178826265972,2195.9009833335876,23.206300735473633,2219.1072840690613,149,0.1424762069937347,0.0027603618543012376,0.690340727467049,0.07276883567149493,0.022614387559873803,5.084414176631815,{},0.004121566537862885,0.0035829503714478023,Tier 3 - supporting,BUREAU_DEBT_TO_CREDIT,0.6234854338617397,Spearman rho,"[{""feature"": ""BUREAU_DEBT_TO_CREDIT"", ""absolute_association"": 0.623485, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_MEAN"", ""absolute_association"": 0.552649, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_ACTIVE_COUNT"", ""absolute_association"": 0.542656, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CLOSED_COUNT"", ""absolute_association"": 0.515252, ""method"": ""Spearman rho""}]","related signal, but too weak to treat as a substitute"
66,BUREAU_DEBT_MAX,Credit bureau,numeric,Credit bureau aggregate: debt max.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,higher -> more risk,0.010628236551199136,0.0018575657656280894,0.012485802316827225,2501.340936899185,230.3339023590088,2731.674839258194,203,0.1664968456652286,0.006179178169340722,0.448245214225913,0.03959458971842104,0.007450386050946944,2.950634365991256,{},0.004004384790150684,0.0044105372688642685,Tier 3 - supporting,BUREAU_DEBT_SUM,0.9882681907192696,Spearman rho,"[{""feature"": ""BUREAU_DEBT_SUM"", ""absolute_association"": 0.988268, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_MEAN"", ""absolute_association"": 0.94886, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_TO_CREDIT"", ""absolute_association"": 0.803058, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CREDIT_SUM"", ""absolute_association"": 0.662167, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CREDIT_MAX"", ""absolute_association"": 0.661604, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
67,PREV_APPROVAL_RATE,Previous applications,numeric,Previous applications aggregate: approval rate.,median imputation + missingness indicator when needed + LightGBM splits,higher -> less risk,"Stronger score, resources, tenure, down payment, or repayment completeness should reduce risk.",higher -> less risk,0.012366407427259859,0.0,0.012366407427259859,3338.5150117874146,0.0,3338.5150117874146,163,0.054328267608992564,0.0,-0.8112581750493606,-0.057776234445747726,-0.03168144755264118,-3.985578242858155,{},0.0039660930514483226,0.005390335873998023,Tier 3 - supporting,PREV_CANCELED_COUNT,0.7105088426841146,Spearman rho,"[{""feature"": ""PREV_CANCELED_COUNT"", ""absolute_association"": 0.710509, ""method"": ""Spearman rho""}, {""feature"": ""PREV_REFUSED_COUNT"", ""absolute_association"": 0.691574, ""method"": ""Spearman rho""}, {""feature"": ""PREV_REFUSAL_RATE"", ""absolute_association"": 0.689952, ""method"": ""Spearman rho""}, {""feature"": ""PREV_RECENT_24M_COUNT"", ""absolute_association"": 0.656023, ""method"": ""Spearman rho""}, {""feature"": ""PREV_APPLICATION_COUNT"", ""absolute_association"": 0.631027, ""method"": ""Spearman rho""}]","related signal, but too weak to treat as a substitute"
68,DEF_60_CNT_SOCIAL_CIRCLE,Application financial,numeric,How many observation of client's social surroundings defaulted on 60 (days past due) DPD,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> more risk,0.012149207948107265,0.0,0.012149207948107265,1120.3755419254303,0.0,1120.3755419254303,64,0.003338608624016303,0.0,0.48675192543060697,0.026086628557388282,0.0066558424068795296,0.21770900142004806,{},0.0038964339083129933,0.0018089481265376377,Tier 3 - supporting,DEF_30_CNT_SOCIAL_CIRCLE,0.8485865374273541,Spearman rho,"[{""feature"": ""DEF_30_CNT_SOCIAL_CIRCLE"", ""absolute_association"": 0.848587, ""method"": ""Spearman rho""}]",partial substitute candidate; important interactions may still differ
69,BUREAU_CREDIT_MAX,Credit bureau,numeric,Credit bureau aggregate: credit max.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,mixed / weak marginal direction,0.011957594896731778,0.0,0.011957594896731778,3284.574219226837,0.0,3284.574219226837,233,0.14249788627051402,0.0,0.14200735049193017,-0.016390063088784056,-0.016323178045696194,-1.2122632582031265,{},0.0038349807177968922,0.005303243562540811,Tier 3 - supporting,BUREAU_CREDIT_SUM,0.9321369493197718,Spearman rho,"[{""feature"": ""BUREAU_CREDIT_SUM"", ""absolute_association"": 0.932137, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CREDIT_MEAN"", ""absolute_association"": 0.917261, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_MAX"", ""absolute_association"": 0.661604, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_SUM"", ""absolute_association"": 0.651004, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_MEAN"", ""absolute_association"": 0.583529, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
70,PHONE_CHANGE_YEARS,Application derived,numeric,Years since the applicant last changed phone details.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.01166836030899405,0.0,0.01166836030899405,3342.879677295685,0.0,3342.879677295685,296,0.0,,-0.6251972255055649,-0.05792164791742255,-0.03327195465323325,-4.0591222706254655,{},0.0037422188307724966,0.005397383023099993,Tier 3 - supporting,,,,[],low measured redundancy; not a demonstrated substitute
71,NAME_CONTRACT_TYPE,Application categorical,categorical,Identification if loan is cash or revolving,most-frequent imputation + ordinal encoding + LightGBM splits,category-dependent,Risk varies by category; no numeric ordering is assumed.,category-dependent,0.010874210957112204,0.0,0.010874210957112204,603.4489421844482,0.0,603.4489421844482,31,0.0,,,,,,"{""eligible_categories"": 2, ""highest_risk_category"": ""Cash loans"", ""highest_risk_event_rate"": 0.08392963982290295, ""highest_risk_mean_shap"": 0.004267866683272555, ""lowest_risk_category"": ""Revolving loans"", ""lowest_risk_event_rate"": 0.049976969138645785, ""lowest_risk_mean_shap"": -0.07445000448138481}",0.003487523176853816,0.0009743231555641473,Tier 3 - supporting,,,,[],low measured redundancy; not a demonstrated substitute
72,INST_PAYMENT_COUNT,Installment repayments,numeric,Installment repayments aggregate: payment count.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,A larger count can mean deeper history or greater credit exposure; composition and recency matter.,higher -> less risk,0.010237117879903833,0.0,0.010237117879903833,2071.1244506835938,0.0,2071.1244506835938,156,0.05263728402020509,0.0,-0.8499016703435768,-0.02994347392874908,-0.028721823403875985,-2.119030965273526,{},0.003283197834873568,0.003344018639010725,Tier 3 - supporting,INST_UNIQUE_NUMBER_COUNT,0.8739367378841477,Spearman rho,"[{""feature"": ""INST_UNIQUE_NUMBER_COUNT"", ""absolute_association"": 0.873937, ""method"": ""Spearman rho""}, {""feature"": ""POS_ACTIVE_MONTH_COUNT"", ""absolute_association"": 0.830628, ""method"": ""Spearman rho""}, {""feature"": ""POS_MONTH_COUNT"", ""absolute_association"": 0.828088, ""method"": ""Spearman rho""}, {""feature"": ""INST_CONTRACT_COUNT"", ""absolute_association"": 0.806535, ""method"": ""Spearman rho""}, {""feature"": ""INST_DUE_SUM"", ""absolute_association"": 0.796013, ""method"": ""Spearman rho""}]",partial substitute candidate; important interactions may still differ
73,POS_DPD_DEF_MAX,POS/cash loan history,numeric,POS/cash loan history aggregate: dpd def max.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> more risk,0.010204026106594755,0.0,0.010204026106594755,1402.7528893947601,0.0,1402.7528893947601,73,0.06035510655364537,0.0,0.47898746744475507,0.044719725367828846,0.005701593145882095,0.4730972679581738,{},0.0032725848049412107,0.0022648720150611787,Tier 3 - supporting,POS_DPD_DEF_MEAN,0.9986796889851947,Spearman rho,"[{""feature"": ""POS_DPD_DEF_MEAN"", ""absolute_association"": 0.99868, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_DEF_MONTH_COUNT"", ""absolute_association"": 0.994795, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_DEF_MONTH_RATE"", ""absolute_association"": 0.994409, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MONTH_COUNT"", ""absolute_association"": 0.810855, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MONTH_RATE"", ""absolute_association"": 0.808606, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
74,BUREAU_CREDIT_MEAN,Credit bureau,numeric,Credit bureau aggregate: credit mean.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,higher -> more risk,0.009962457270060988,0.0,0.009962457270060988,2938.5073392391205,0.0,2938.5073392391205,235,0.14249788627051402,0.0,0.15880082491995845,-0.019740975659684273,-0.011873450281695853,-1.435938922034584,{},0.003195110041986929,0.004744487135981678,Tier 3 - supporting,BUREAU_CREDIT_MAX,0.9172606591139053,Spearman rho,"[{""feature"": ""BUREAU_CREDIT_MAX"", ""absolute_association"": 0.917261, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CREDIT_SUM"", ""absolute_association"": 0.808762, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_MEAN"", ""absolute_association"": 0.600141, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_MAX"", ""absolute_association"": 0.597731, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DEBT_SUM"", ""absolute_association"": 0.580761, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
75,PREV_ANNUITY_TO_CREDIT_MEAN,Previous applications,numeric,Previous applications aggregate: annuity to credit mean.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,higher -> less risk,0.009921893173895559,0.0,0.009921893173895559,2692.902030944824,0.0,2692.902030944824,228,0.05552062783185553,0.0,-0.7868160507555397,-0.03810145622269233,-0.02784352891747749,-3.277634961439589,{},0.003182100525610705,0.004347935046364358,Tier 3 - supporting,POS_INSTALLMENT_COUNT_MEAN,0.7254710412839975,Spearman rho,"[{""feature"": ""POS_INSTALLMENT_COUNT_MEAN"", ""absolute_association"": 0.725471, ""method"": ""Spearman rho""}, {""feature"": ""POS_FUTURE_INSTALLMENTS_MEAN"", ""absolute_association"": 0.702325, ""method"": ""Spearman rho""}, {""feature"": ""PREV_PAYMENT_COUNT_MEAN"", ""absolute_association"": 0.672793, ""method"": ""Spearman rho""}, {""feature"": ""PREV_PAYMENT_COUNT_MAX"", ""absolute_association"": 0.613561, ""method"": ""Spearman rho""}, {""feature"": ""POS_INSTALLMENT_COUNT_MAX"", ""absolute_association"": 0.611908, ""method"": ""Spearman rho""}]","related signal, but too weak to treat as a substitute"
76,POS_OLDEST_MONTH,POS/cash loan history,numeric,POS/cash loan history aggregate: oldest month.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> more risk,0.009804519850989617,0.0,0.009804519850989617,1792.9256291389465,0.0,1792.9256291389465,108,0.06035510655364537,0.0,0.8399351054755577,0.05315637549022027,0.026022092072522887,3.7919154462242197,{},0.003144457133773517,0.002894841360316022,Tier 3 - supporting,INST_DAYS_SINCE_DUE_MAX,0.9471106603147141,Spearman rho,"[{""feature"": ""INST_DAYS_SINCE_DUE_MAX"", ""absolute_association"": 0.947111, ""method"": ""Spearman rho""}, {""feature"": ""PREV_DAYS_SINCE_DECISION_MAX"", ""absolute_association"": 0.912482, ""method"": ""Spearman rho""}, {""feature"": ""PREV_DAYS_SINCE_DECISION_MEAN"", ""absolute_association"": 0.757326, ""method"": ""Spearman rho""}, {""feature"": ""POS_CONTRACT_COUNT"", ""absolute_association"": 0.578994, ""method"": ""Spearman rho""}, {""feature"": ""POS_MONTH_COUNT"", ""absolute_association"": 0.572522, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
77,YEARS_BEGINEXPLUATATION_MODE,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.009631519521768106,0.0,0.009631519521768106,831.089373588562,0.0,831.089373588562,66,0.4897999002753268,0.0,-0.5984677035821471,-0.025570779402371315,-0.043258389309601956,-1.5300427707867574,{},0.003088973323486689,0.001341869318884534,Tier 3 - supporting,YEARS_BEGINEXPLUATATION_MEDI,0.9871804082725838,Spearman rho,"[{""feature"": ""YEARS_BEGINEXPLUATATION_MEDI"", ""absolute_association"": 0.98718, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BEGINEXPLUATATION_AVG"", ""absolute_association"": 0.986179, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BUILD_MODE"", ""absolute_association"": 0.979587, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BUILD_MEDI"", ""absolute_association"": 0.969938, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BUILD_AVG"", ""absolute_association"": 0.9693, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
78,POS_DPD_DEF_MEAN,POS/cash loan history,numeric,POS/cash loan history aggregate: dpd def mean.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> more risk,0.009392002954334594,0.0,0.009392002954334594,2477.309302330017,0.0,2477.309302330017,92,0.06035510655364537,0.0,0.5478658644781871,0.04640204161399226,0.005671468888405745,0.4730972679581738,{},0.003012156754131971,0.003999840994031993,Tier 3 - supporting,POS_DPD_DEF_MAX,0.9986796889851947,Spearman rho,"[{""feature"": ""POS_DPD_DEF_MAX"", ""absolute_association"": 0.99868, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_DEF_MONTH_RATE"", ""absolute_association"": 0.997868, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_DEF_MONTH_COUNT"", ""absolute_association"": 0.996245, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MONTH_RATE"", ""absolute_association"": 0.812139, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MONTH_COUNT"", ""absolute_association"": 0.812079, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
79,CREDIT_TO_INCOME,Application derived,numeric,Requested credit divided by reported annual income.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> more risk,0.009185875325893154,0.0,0.009185875325893154,2948.4128675460815,0.0,2948.4128675460815,233,0.0,,0.799142799414616,-0.008928031817571206,0.02462204407378516,-0.4400508747149992,{},0.002946048520218295,0.004760480511597901,Tier 3 - supporting,ANNUITY_TO_INCOME,0.7884402269834322,Spearman rho,"[{""feature"": ""ANNUITY_TO_INCOME"", ""absolute_association"": 0.78844, ""method"": ""Spearman rho""}, {""feature"": ""AMT_CREDIT"", ""absolute_association"": 0.752966, ""method"": ""Spearman rho""}, {""feature"": ""AMT_GOODS_PRICE"", ""absolute_association"": 0.735133, ""method"": ""Spearman rho""}, {""feature"": ""CREDIT_TO_ANNUITY"", ""absolute_association"": 0.640636, ""method"": ""Spearman rho""}, {""feature"": ""AMT_ANNUITY"", ""absolute_association"": 0.526249, ""method"": ""Spearman rho""}]",partial substitute candidate; important interactions may still differ
80,PREV_DAYS_SINCE_DECISION_MEAN,Previous applications,numeric,Previous applications aggregate: days since decision mean.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,mixed / weak marginal direction,0.009121717967510266,0.0,0.009121717967510266,2954.5746784210205,0.0,2954.5746784210205,218,0.054328267608992564,0.0,-0.0017726155444175054,-0.05177949161470498,-0.00495513579423412,-3.733492005130487,{},0.002925472289427067,0.004770429315209898,Tier 3 - supporting,PREV_DAYS_SINCE_DECISION_MAX,0.8221349052570461,Spearman rho,"[{""feature"": ""PREV_DAYS_SINCE_DECISION_MAX"", ""absolute_association"": 0.822135, ""method"": ""Spearman rho""}, {""feature"": ""POS_OLDEST_MONTH"", ""absolute_association"": 0.757326, ""method"": ""Spearman rho""}, {""feature"": ""INST_DAYS_SINCE_DUE_MAX"", ""absolute_association"": 0.753709, ""method"": ""Spearman rho""}, {""feature"": ""CC_ACTIVE_MONTH_COUNT"", ""absolute_association"": 0.617574, ""method"": ""Spearman rho""}, {""feature"": ""CC_OLDEST_MONTH"", ""absolute_association"": 0.616465, ""method"": ""Spearman rho""}]",partial substitute candidate; important interactions may still differ
81,BUREAU_CLOSED_COUNT,Credit bureau,numeric,Credit bureau aggregate: closed count.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,A larger count can mean deeper history or greater credit exposure; composition and recency matter.,higher -> less risk,0.009009408757276073,0.0,0.009009408757276073,998.1171350479126,0.0,998.1171350479126,67,0.1424762069937347,0.0,-0.7643096661353097,-0.04531376902541253,-0.02642321050635828,-2.705482337245507,{},0.0028894530347693564,0.001611550818404253,Tier 3 - supporting,BUREAU_CREDIT_COUNT,0.885539033415226,Spearman rho,"[{""feature"": ""BUREAU_CREDIT_COUNT"", ""absolute_association"": 0.885539, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_UNIQUE_CREDIT_COUNT"", ""absolute_association"": 0.885539, ""method"": ""Spearman rho""}, {""feature"": ""BB_MONTHS_OBSERVED"", ""absolute_association"": 0.818021, ""method"": ""Spearman rho""}, {""feature"": ""BB_CLOSED_MONTHS"", ""absolute_association"": 0.712388, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DAYS_SINCE_CREDIT_MAX"", ""absolute_association"": 0.61206, ""method"": ""Spearman rho""}]",partial substitute candidate; important interactions may still differ
82,FLAG_OWN_CAR,Application verified flags,categorical,Flag if the client owns a car,most-frequent imputation + ordinal encoding + LightGBM splits,category-dependent,Risk varies by category; no numeric ordering is assumed.,category-dependent,0.008996486068651941,0.0,0.008996486068651941,351.06857347488403,0.0,351.06857347488403,27,0.0,,,,,,"{""eligible_categories"": 2, ""highest_risk_category"": ""N"", ""highest_risk_event_rate"": 0.08491403399191295, ""highest_risk_mean_shap"": 0.006613495019936257, ""lowest_risk_category"": ""Y"", ""lowest_risk_event_rate"": 0.07263814616755793, ""lowest_risk_mean_shap"": -0.013322918903774834}",0.002885308533962661,0.0005668321152229338,Tier 3 - supporting,,,,[],low measured redundancy; not a demonstrated substitute
83,PREV_CREDIT_MAX,Previous applications,numeric,Previous applications aggregate: credit max.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,higher -> more risk,0.008918897519118384,0.0,0.008918897519118384,1919.3102703094482,0.0,1919.3102703094482,161,0.054328267608992564,0.0,0.7301029835645694,-0.009809169431260686,0.021189228251034736,-0.6828716918918689,{},0.0028604247179484267,0.003098900848686866,Tier 3 - supporting,PREV_APPLICATION_AMOUNT_MAX,0.969189171768414,Spearman rho,"[{""feature"": ""PREV_APPLICATION_AMOUNT_MAX"", ""absolute_association"": 0.969189, ""method"": ""Spearman rho""}, {""feature"": ""PREV_CREDIT_SUM"", ""absolute_association"": 0.940693, ""method"": ""Spearman rho""}, {""feature"": ""PREV_CREDIT_MEAN"", ""absolute_association"": 0.891559, ""method"": ""Spearman rho""}, {""feature"": ""PREV_ANNUITY_MAX"", ""absolute_association"": 0.890179, ""method"": ""Spearman rho""}, {""feature"": ""PREV_APPLICATION_AMOUNT_MEAN"", ""absolute_association"": 0.828062, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
84,FLAG_PHONE,Application verified flags,numeric,"Did client provide home phone (1=YES, 0=NO)",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.008899283555972583,0.0,0.008899283555972583,254.70393896102905,0.0,254.70393896102905,34,0.0,,-0.6975140258054199,-0.02049957531580162,-0.019755991797303,-1.2400815293828347,{},0.0028541342246583183,0.00041124265566659126,Tier 3 - supporting,,,,[],low measured redundancy; not a demonstrated substitute
85,BUREAU_DAYS_SINCE_CREDIT_MAX,Credit bureau,numeric,Credit bureau aggregate: days since credit max.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,higher -> more risk,0.008740171924875742,0.0,0.008740171924875742,2634.888216495514,0.0,2634.888216495514,236,0.1424762069937347,0.0,0.3774049236409889,-0.07856107794179804,0.01114219227156874,-5.613321501719855,{},0.0028031047289693166,0.0042542664709320265,Tier 3 - supporting,BUREAU_DAYS_SINCE_CREDIT_MEAN,0.8278952816785144,Spearman rho,"[{""feature"": ""BUREAU_DAYS_SINCE_CREDIT_MEAN"", ""absolute_association"": 0.827895, ""method"": ""Spearman rho""}, {""feature"": ""BB_MONTHS_OBSERVED"", ""absolute_association"": 0.725262, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CLOSED_COUNT"", ""absolute_association"": 0.61206, ""method"": ""Spearman rho""}, {""feature"": ""BB_CLOSED_MONTHS"", ""absolute_association"": 0.60656, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CREDIT_COUNT"", ""absolute_association"": 0.542115, ""method"": ""Spearman rho""}]",partial substitute candidate; important interactions may still differ
86,BUREAU_RECENT_24M_COUNT,Credit bureau,numeric,Credit bureau aggregate: recent 24m count.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,A larger count can mean deeper history or greater credit exposure; composition and recency matter.,higher -> more risk,0.008577215161103163,0.0,0.008577215161103163,1861.0545196533203,0.0,1861.0545196533203,101,0.1424762069937347,0.0,0.5921001319700021,0.06535680500900784,0.02094189061170174,3.6029492503661844,{},0.0027508420413386104,0.00300484164526268,Tier 3 - supporting,BUREAU_RECENT_12M_COUNT,0.7350663329927236,Spearman rho,"[{""feature"": ""BUREAU_RECENT_12M_COUNT"", ""absolute_association"": 0.735066, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DAYS_SINCE_CREDIT_MIN"", ""absolute_association"": 0.708895, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_ACTIVE_COUNT"", ""absolute_association"": 0.691379, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CREDIT_COUNT"", ""absolute_association"": 0.62531, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_UNIQUE_CREDIT_COUNT"", ""absolute_association"": 0.62531, ""method"": ""Spearman rho""}]","related signal, but too weak to treat as a substitute"
87,BB_MONTHS_OBSERVED,Bureau monthly status,numeric,Bureau monthly status aggregate: months observed.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.008576685650437819,0.0,0.008576685650437819,1215.1283876895905,0.0,1215.1283876895905,115,0.6979209573568625,0.0,-0.843807281885424,-0.05699435727773813,-0.056357655824883196,-4.0005063234955065,{},0.0027506722192958835,0.001961935206686336,Tier 3 - supporting,BB_CLOSED_MONTHS,0.8317324837726342,Spearman rho,"[{""feature"": ""BB_CLOSED_MONTHS"", ""absolute_association"": 0.831732, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CLOSED_COUNT"", ""absolute_association"": 0.818021, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_CREDIT_COUNT"", ""absolute_association"": 0.812003, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_UNIQUE_CREDIT_COUNT"", ""absolute_association"": 0.812003, ""method"": ""Spearman rho""}, {""feature"": ""BUREAU_DAYS_SINCE_CREDIT_MAX"", ""absolute_association"": 0.725262, ""method"": ""Spearman rho""}]",partial substitute candidate; important interactions may still differ
88,AMT_INCOME_TOTAL,Application financial,numeric,Income of the client,median imputation + missingness indicator when needed + LightGBM splits,higher -> less risk,"Stronger score, resources, tenure, down payment, or repayment completeness should reduce risk.",higher -> more risk,0.008570131721644308,0.0,0.008570131721644308,1902.1976552009583,0.0,1902.1976552009583,175,0.0,,0.6566488533601806,-0.014693451876277006,0.018461706398634294,-1.0186096615167783,{},0.002748570275655378,0.0030712709764857435,Tier 3 - supporting,,,,[],low measured redundancy; not a demonstrated substitute
89,CC_BALANCE_MAX,Credit card history,numeric,Credit card history aggregate: balance max.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,higher -> more risk,0.008118367636954154,0.0,0.008118367636954154,1238.0664880275726,0.0,1238.0664880275726,84,0.7222884644568257,0.0,0.78285122832784,0.07166628911584111,0.060637040419625955,5.794359301522495,{},0.002603682731902459,0.001998970854181296,Tier 3 - supporting,CC_RECEIVABLE_MAX,0.9984912738756383,Spearman rho,"[{""feature"": ""CC_RECEIVABLE_MAX"", ""absolute_association"": 0.998491, ""method"": ""Spearman rho""}, {""feature"": ""CC_BALANCE_MEAN"", ""absolute_association"": 0.944929, ""method"": ""Spearman rho""}, {""feature"": ""CC_RECEIVABLE_MEAN"", ""absolute_association"": 0.942596, ""method"": ""Spearman rho""}, {""feature"": ""CC_DRAWINGS_SUM"", ""absolute_association"": 0.920607, ""method"": ""Spearman rho""}, {""feature"": ""CC_BALANCE_SUM"", ""absolute_association"": 0.890348, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
90,PREV_DAYS_SINCE_DECISION_MAX,Previous applications,numeric,Previous applications aggregate: days since decision max.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,The aggregate can be beneficial or adverse depending on the underlying behavior and interactions.,higher -> less risk,0.00755554876791685,0.0,0.00755554876791685,2420.7947754859924,0.0,2420.7947754859924,184,0.054328267608992564,0.0,-0.4974884321954429,-0.05125686505804726,-0.017245867599781528,-3.576205985466195,{},0.0024231782467605315,0.003908593154686118,Tier 3 - supporting,POS_OLDEST_MONTH,0.9124821414017351,Spearman rho,"[{""feature"": ""POS_OLDEST_MONTH"", ""absolute_association"": 0.912482, ""method"": ""Spearman rho""}, {""feature"": ""INST_DAYS_SINCE_DUE_MAX"", ""absolute_association"": 0.910227, ""method"": ""Spearman rho""}, {""feature"": ""PREV_DAYS_SINCE_DECISION_MEAN"", ""absolute_association"": 0.822135, ""method"": ""Spearman rho""}, {""feature"": ""INST_CONTRACT_COUNT"", ""absolute_association"": 0.57919, ""method"": ""Spearman rho""}, {""feature"": ""POS_MONTH_COUNT"", ""absolute_association"": 0.570738, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
